ITEM: TIMESTEP
953
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz
1 1 4.74437 0.24737 1.19932 0.195617 1.29979 -1.17318
2 1 7.8833 2.85039 7.77108 -0.905996 0.0649236 0.246998
3 1 0.379513 3.22678 3.63325 0.7256 -0.833113 -0.490475
4 1 0.634385 8.0096 6.93493 -0.789073 -0.172543 0.415414
5 1 5.58588 2.18849 5.81299 -0.143345 0.306932 0.121406
6 1 7.06264 7.33956 5.98153 1.14621 0.321748 0.748889
7 1 0.984312 8.63877 0.971475 0.783803 -1.2151 -0.120036
8 1 2.35201 2.2003 6.18633 -0.312783 0.196939 -0.789934
9 1 1.31539 2.74135 4.75697 -0.244802 -0.827792 1.1347
10 1 2.97495 9.08117 1.6411 -0.553566 1.22465 0.308814
11 1 8.48815 7.05951 0.655726 0.200495 0.936181 -0.107639
12 1 6.9885 2.98989 2.62724 0.179306 0.458125 0.287058
13 1 8.21291 1.73376 6.20312 -0.426361 1.04898 0.413214
14 1 3.63229 6.25014 1.56354 -0.369263 -1.55 -0.503808
15 1 7.76034 3.26516 1.52984 -0.307642 -1.39108 -0.861673
16 1 1.4055 3.12245 8.52538 -0.213904 0.062421 0.245575
17 1 8.24322 4.47541 6.81997 1.04411 -1.01053 -0.178016
18 1 0.233358 3.42355 2.51849 -0.45131 -0.642039 -0.0227376
19 1 6.19484 3.0417 9.01299 -0.300791 0.00208102 -0.565065
20 1 4.20061 3.3861 6.97799 0.67143 0.881256 -0.426932
21 1 1.74795 5.08155 5.77126 -0.036051 -0.677401 0.305308
22 1 2.90914 3.45616 4.71126 0.0453443 -0.878239 0.232974
23 1 5.20848 3.64377 8.6868 -0.0670367 -0.399171 0.31186
24 1 2.38119 4.07879 8.25856 0.731197 1.35004 -0.818016
25 1 6.27661 2.85959 7.56168 -0.749387 0.0610692 -0.3786
26 1 2.0921 3.15542 5.36868 0.143286 1.17331 0.288644
27 1 8.46604 0.994014 7.75573 -1.20476 0.191874 0.256976
28 1 4.41159 6.33165 3.35484 0.668765 0.270986 -0.92123
29 1 3.09618 0.0755483 9.34945 -1.08765 0.254144 0.263783
30 1 7.40096 2.82761 4.3868 -0.172205 -0.193658 0.545885
31 1 8.7101 3.03492 1.13159 0.0274398 -0.29357 0.383326
32 1 4.29841 0.318041 5.64466 -1.31743 -1.07006 -0.216315
33 1 1.86204 7.12183 8.3505 -0.873661 -0.194783 -0.744323
34 1 3.53503 7.31492 1.59846 1.13563 0.239885 1.45726
35 1 9.25087 0.577009 6.11379 0.501339 -0.602387 -1.2603
36 1 6.52401 6.41299 1.95286 -0.998059 -0.338714 0.965651
37 1 8.59992 1.52753 9.34156 -1.41701 0.484752 0.720133
38 1 1.24729 1.70501 3.10129 1.07537 -0.611544 0.178896
39 1 0.41156 0.878058 4.27225 -0.804961 0.123783 -1.45919
40 1 2.42998 4.01305 0.742897 0.704594 -0.0723098 -0.44441
