ITEM: TIMESTEP
370
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz
1 1 4.66748 0.288457 1.27873 -0.301339 -0.294142 -0.137604
2 1 7.8988 2.9484 7.93759 1.05269 -1.21191 0.219284
3 1 0.147538 3.17901 3.68339 0.323662 -0.371582 0.220172
4 1 0.679753 7.95995 6.75887 1.77045 0.149841 -0.223066
5 1 5.50059 2.17195 5.83878 -0.294928 0.952771 0.364322
6 1 6.99575 7.31443 5.85522 -0.122771 -1.26127 -0.148607
7 1 1.09784 8.39718 0.881578 -0.196982 0.154611 0.277735
8 1 2.23859 2.26621 6.32618 0.551677 -0.282237 -0.504188
9 1 1.38915 2.67408 4.79768 0.416268 0.945619 1.21092
10 1 2.94291 9.13751 1.61781 0.633538 0.552789 1.20367
11 1 8.48003 6.96141 0.689828 0.670522 0.259 0.460538
12 1 7.1087 2.94926 2.71198 0.125439 0.560399 0.691903
13 1 8.19595 1.78987 6.222 0.59223 1.04255 -0.0865349
14 1 3.5528 6.43242 1.46442 -0.238817 0.360678 -0.399869
15 1 7.77111 3.07347 1.55354 0.452233 0.665346 -0.0206308
16 1 1.25551 3.07939 8.48767 0.00160233 -0.285416 0.401956
17 1 8.21276 4.4036 6.80971 1.31891 0.378537 -0.981685
18 1 0.25425 3.44908 2.66944 0.699449 -0.64043 -0.809627
19 1 6.26259 2.94403 9.10855 0.471483 1.20411 0.696179
20 1 4.17159 3.49927 7.08813 -0.586477 -0.471876 -0.0422261
21 1 1.69394 5.06136 5.67765 0.0725113 -0.248411 0.649768
22 1 2.93598 3.4797 4.78048 -0.685282 0.247273 -0.199344
23 1 5.16159 3.63865 8.73317 0.785411 0.154741 0.214336
24 1 2.39272 3.96848 8.03248 0.109711 -0.654107 -0.352043
25 1 6.32829 2.77201 7.52555 -0.57552 -1.03758 -0.351014
26 1 2.09293 3.13627 5.4432 0.842092 -0.269402 -0.472154
27 1 8.36563 0.825452 7.69206 -0.400362 0.563009 -0.429676
28 1 4.44089 6.28467 3.1414 -0.967986 0.935953 0.532584
29 1 3.07327 0.191996 9.30949 0.803054 -0.133263 -0.103074
30 1 7.4927 2.76146 4.41804 -0.226073 1.30148 0.524274
31 1 8.70276 2.92071 1.20631 -0.0360405 1.50949 0.0208074
32 1 4.3415 0.360399 5.80314 0.434926 -0.930148 0.344799
33 1 1.86689 7.29948 8.39319 -0.754228 -0.584488 0.886021
34 1 3.63301 7.42108 1.4448 -0.580564 0.967219 -0.220059
35 1 9.18002 0.573289 6.07214 0.157983 0.0220822 0.556762
36 1 6.45106 6.31849 1.93725 -0.627939 0.395108 0.73343
37 1 8.5076 1.52935 9.28991 0.849111 0.592696 -0.0486533
38 1 1.26124 1.57584 3.12004 1.13615 1.41013 -1.29764
39 1 0.406843 0.950325 4.38217 -0.991423 -0.563548 -0.813363
40 1 2.23026 4.19213 0.493653 0.117666 0.40252 -0.613443
41 1 6.05446 0.0228467 6.19269 -0.173764 -1.16808 -0.135542
42 1 1.18557 1.99626 8.74985 -0.718872 -0.176684 -0.931
43 1 1.91283 3.02975 1.67355 -0.441346 -0.350605 0.17809
44 1 7.20221 1.30456 5.69221 0.950469 -1.06876 -0.985633
45 1 6.29224 2.38669 6.61352 0.428003 0.510962 -0.0414615
46 1 7.82321 6.47406 3.16081 -0.645714 -1.1201 -1.79564
47 1 6.0818 5.69101 0.290951 0.0703546 -0.337949 0.571192
48 1 7.71313 7.42737 3.70278 0.339507 0.285888 -0.147677
49 1 3.48373 4.6597 6.70688 -1.38594 0.0943842 0.561012
